
# Surface 0 of 1 surfaces

# Curve title: "g(x,y)"

# Contour 0, label:      380
-10 -10  380 


-7.95054 -4.54545  170 
-7.9798 -4.51138  170 
-8.12282 -4.34343  170 
-8.18182 -4.27348  170 
-8.29229 -4.14141  170 
-8.38384 -4.03088  170 
-8.459 -3.93939  170 
-8.58586 -3.78345  170 
-8.62304 -3.73737  170 
-8.7844 -3.53535  170 
-8.78788 -3.53094  170 
-8.94256 -3.33333  170 
-8.9899 -3.27223  170 
-9.0982 -3.13131  170 
-9.19192 -3.0081  170 
-9.25138 -2.92929  170 
-9.39394 -2.73836  170 
-9.40215 -2.72727  170 
-9.54985 -2.52525  170 
-9.59596 -2.46147  170 
-9.69511 -2.32323  170 
-9.79798 -2.17821  170 
-9.83809 -2.12121  170 
-9.97854 -1.91919  170 
-10 -1.88789  170 


# Contour 28, label:      160
 10  7.43988  160 
 9.87821  7.57576  160 
 9.79798  7.66442  160 
 9.6945  7.77778  160 
 9.59596  7.88471  160 
 9.50756  7.9798  160 
 9.39394  8.10088  160 
 9.31731  8.18182  160 
 9.19192  8.31303  160 
 9.12364  8.38384  160 
 8.9899  8.52128  160 
 8.92648  8.58586  160 
 8.78788  8.72573  160 
 8.72573  8.78788  160 
 8.58586  8.92648  160 
 8.52128  8.9899  160 
 8.38384  9.12364  160 
 8.31303  9.19192  160 
 8.18182  9.31731  160 
 8.10088  9.39394  160 
 7.9798  9.50756  160 
 7.88471  9.59596  160 
 7.77778  9.6945  160 
 7.66442  9.79798  160 
 7.57576  9.87821  160 
 7.43988  10  160 

# Contour 29, label: 
-1.30655 -10  160 
-1.31313 -9.99569  160 
-1.51515 -9.86142  160 
-1.60945 -9.79798  160 
-1.71717 -9.72492  160 
-1.9051 -9.59596  160 
-1.91919 -9.58621  160 
-2.12121 -9.4444  160 
